sentence	mood_roberta	prob_roberta	mood_word	prob_word
The Queen smiled and passed on.	neutral	[0.64978254 0.31658107 0.01643111 0.00810249 0.00080458 0.00829823]	surprised	[0.         0.18298988 0.18398693 0.16279166 0.1646207  0.16694837]
'Who ARE you talking to?'	neutral	[0.7459572  0.08299585 0.11263268 0.00730109 0.02959544 0.0215177 ]	neutral	[0. 0. 0. 0. 0. 0.]
said the King, going up to Alice, and looking at the Cat's head with great curiosity.	angry	[0.18618649 0.0891755  0.2031024  0.11258393 0.2014153  0.20753632]	angry	[0.         0.16141236 0.17799925 0.16222274 0.17467538 0.17836266]
'It's a friend of mine--a Cheshire Cat,' said Alice: 'allow me to introduce it.'	neutral	[0.8993048  0.06743807 0.01438604 0.00870832 0.00538395 0.00477886]	sad	[0.         0.17349377 0.15702033 0.18812638 0.16870066 0.16737474]
'I don't like the look of it at all,' said the King: 'however, it may kiss my hand if it likes.'	neutral	[0.7965876  0.14665739 0.02459527 0.00312852 0.00430158 0.02472964]	scary	[0.         0.1769248  0.16383967 0.17483889 0.17973031 0.16452602]
'I'd rather not,' the Cat remarked.	neutral	[0.7393902  0.14038645 0.04080999 0.03125963 0.02071143 0.02744227]	neutral	[0. 0. 0. 0. 0. 0.]
'Don't be impertinent,' said the King, 'and don't look at me like that!'	angry	[0.13387173 0.01365594 0.03894688 0.00225246 0.00368948 0.8075836 ]	scary	[0.         0.1767076  0.16446669 0.1745861  0.19195565 0.15195123]
He got behind Alice as he spoke.	neutral	"[9.6585530e-01 1.3233712e-03 1.9292094e-02 8.0090424e-04 1.1279711e-02
 1.4485680e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
'A cat may look at a king,' said Alice.	neutral	"[8.31017017e-01 1.10547142e-02 4.07189205e-02 3.78653407e-04
 1.47950808e-02 1.02035604e-01]"	neutral	[0. 0. 0. 0. 0. 0.]
'I've read that in some book, but I don't remember where.'	neutral	"[7.1019083e-01 2.8957358e-01 1.3846700e-04 9.5194126e-05 1.9687251e-07
 1.7416982e-06]"	neutral	[0. 0. 0. 0. 0. 0.]
'Well, it must be removed,' said the King very decidedly, and he called the Queen, who was passing at the moment, 'My dear!	neutral	[0.4283713  0.3108325  0.22313304 0.00358798 0.01739382 0.01668134]	neutral	[0. 0. 0. 0. 0. 0.]
I wish you would have this cat removed!'	neutral	[0.5519956  0.09047262 0.13638848 0.03317581 0.08810966 0.09985779]	neutral	[0. 0. 0. 0. 0. 0.]
The Queen had only one way of settling all difficulties, great or small.	neutral	[0.34190542 0.03641263 0.07074145 0.30498403 0.19077623 0.05518018]	happy	[0.         0.17122593 0.16430364 0.17029131 0.16520815 0.17073859]
'Off with his head!'	neutral	[0.64808595 0.06824666 0.12831092 0.01307203 0.07368986 0.06859457]	neutral	[0. 0. 0. 0. 0. 0.]
she said, without even looking round.	neutral	[0.79364467 0.02567392 0.05734364 0.00666272 0.04199507 0.07468002]	neutral	[0. 0. 0. 0. 0. 0.]
'I'll fetch the executioner myself,' said the King eagerly, and he hurried off.	neutral	[0.63562447 0.10591875 0.11888336 0.02538143 0.05308694 0.06110499]	angry	[0.         0.16541623 0.16504044 0.16590514 0.15995894 0.18385016]
Alice thought she might as well go back, and see how the game was going on, as she heard the Queen's voice in the distance, screaming with passion.	neutral	[0.3810769  0.01984754 0.32015106 0.01787088 0.23346025 0.02759342]	scary	[0.         0.17160365 0.16879303 0.1647498  0.17743461 0.17658808]
She had already heard her sentence three of the players to be executed for having missed their turns, and she did not like the look of things at all, as the game was in such confusion that she never knew whether it was her turn or not.	angry	[0.2092247  0.0656378  0.07510225 0.26194033 0.12250837 0.26558656]	scary	[0.         0.16653    0.16253476 0.17204735 0.17447453 0.16992505]
So she went in search of her hedgehog.	neutral	[0.7333261  0.08760674 0.00887599 0.14857957 0.01363852 0.00797308]	neutral	[0. 0. 0. 0. 0. 0.]
The hedgehog was engaged in a fight with another hedgehog, which seemed to Alice an excellent opportunity for croqueting one of them with the other: the only difficulty was, that her flamingo was gone across to the other side of the garden, where Alice could see it trying in a helpless sort of way to fly up into a tree.	neutral	[0.63972974 0.04148347 0.19182473 0.00600291 0.10006384 0.02089529]	happy	[0.         0.17337179 0.16415134 0.16866464 0.16898147 0.16876385]
By the time she had caught the flamingo and brought it back, the fight was over, and both the hedgehogs were out of sight: 'but it doesn't matter much,' thought Alice, 'as all the arches are gone from this side of the ground.'	neutral	[0.9148429  0.02578717 0.02973126 0.00283864 0.00341896 0.02338114]	scary	[0.         0.1713217  0.1696119  0.16939419 0.17183762 0.16397052]
So she tucked it away under her arm, that it might not escape again, and went back for a little more conversation with her friend.	neutral	[0.84285307 0.03097724 0.03128867 0.03109316 0.03653395 0.02725393]	sad	[0.         0.17130636 0.1569023  0.17714213 0.17682048 0.17091765]
When she got back to the Cheshire Cat, she was surprised to find quite a large crowd collected round it: there was a dispute going on between the executioner, the King, and the Queen, who were all talking at once, while all the rest were quite silent, and looked very uncomfortable.	neutral	[0.39563024 0.03295325 0.2002448  0.03469471 0.12240319 0.21407373]	surprised	[0.         0.1726542  0.18356943 0.16423407 0.15613406 0.16976001]
The moment Alice appeared, she was appealed to by all three to settle the question, and they repeated their arguments to her, though, as they all spoke at once, she found it very hard indeed to make out exactly what they said.	neutral	"[9.0337008e-01 2.7093492e-02 2.1707384e-02 8.6540851e-04 2.9176176e-03
 4.4045899e-02]"	angry	[0.         0.16352947 0.17015849 0.16186463 0.16145336 0.1713952 ]
The executioner's argument was, that you couldn't cut off a head unless there was a body to cut it off from: that he had never had to do such a thing before, and he wasn't going to begin at HIS time of life.	neutral	[0.6896046  0.01312748 0.11516044 0.01505782 0.05524065 0.11180899]	sad	[0.         0.17423142 0.15623432 0.17615041 0.17450801 0.16872853]
The King's argument was, that anything that had a head could be beheaded, and that you weren't to talk nonsense.	neutral	"[8.2079071e-01 1.0051291e-02 5.5493783e-02 5.9613498e-04 1.6244786e-02
 9.6823379e-02]"	angry	[0.         0.1592492  0.15843285 0.16797396 0.17062733 0.1807138 ]
The Queen's argument was, that if something wasn't done about it in less than no time she'd have everybody executed, all round.	neutral	[0.4313948  0.0246908  0.17633566 0.03121832 0.21540785 0.12095261]	angry	[0.         0.1689159  0.16307236 0.16317475 0.17151573 0.1719969 ]
(It was this last remark that had made the whole party look so grave and anxious.)	sad	[0.12852867 0.07188124 0.02067306 0.67123497 0.09372412 0.01395798]	angry	[0.         0.17760462 0.16268453 0.17094815 0.16437709 0.17926598]
Alice could think of nothing else to say but 'It belongs to the Duchess: you'd better ask HER about it.'	neutral	[0.86145896 0.0370502  0.04965511 0.00128697 0.00611174 0.04443711]	neutral	[0. 0. 0. 0. 0. 0.]
'She's in prison,' the Queen said to the executioner: 'fetch her here.'	neutral	[0.7014285  0.12178483 0.03400493 0.08359112 0.02764984 0.03154084]	angry	[0.         0.16460331 0.16238381 0.16976729 0.16628384 0.17774367]
And the executioner went off like an arrow.	neutral	[0.5907641  0.03609945 0.17606005 0.01744589 0.08822398 0.09140662]	scary	[0.         0.169596   0.16337261 0.17143683 0.17705966 0.16421824]
The Cat's head began fading away the moment he was gone, and, by the time he had come back with the Duchess, it had entirely disappeared; so the King and the executioner ran wildly up and down looking for it, while the rest of the party went back to the game.	neutral	[0.6980828  0.1436842  0.14014027 0.00169283 0.00686861 0.00953121]	happy	[0.         0.17402946 0.16371046 0.16879037 0.16673248 0.16394383]
CHAPTER IX.	neutral	[0.96351874 0.01219159 0.00368882 0.00634326 0.0046166  0.009641  ]	neutral	[0. 0. 0. 0. 0. 0.]
The Mock Turtle's Story  'You can't think how glad I am to see you again, you dear old thing!'	happy	[0.20995446 0.5409987  0.04696764 0.11857346 0.01940145 0.0641043 ]	happy	[0.         0.22789731 0.18625387 0.18011532 0.14159235 0.14731044]
said the Duchess, as she tucked her arm affectionately into Alice's, and they walked off together.	happy	"[2.5807962e-01 7.2046489e-01 2.4678060e-03 1.8446598e-02 1.9373532e-04
 3.4734912e-04]"	happy	[0.         0.19377186 0.15812181 0.16767916 0.16664215 0.15289447]
Alice was very glad to find her in such a pleasant temper, and thought to herself that perhaps it was only the pepper that had made her so savage when they met in the kitchen.	neutral	[0.40782803 0.12413812 0.33909702 0.01785038 0.06896657 0.04212001]	happy	[0.         0.17833544 0.1695007  0.17079644 0.17333001 0.16689574]
'When I'M a Duchess,' she said to herself, (not in a very hopeful tone though), 'I won't have any pepper in my kitchen AT ALL.	neutral	"[8.9141911e-01 1.0788762e-01 6.1365275e-04 6.1821745e-05 1.1628667e-06
 1.6539598e-05]"	happy	[0.         0.21159145 0.1819809  0.16929171 0.14487333 0.15727275]
Soup does very well without--Maybe it's always pepper that makes people hot-tempered,' she went on, very much pleased at having found out a new kind of rule, 'and vinegar that makes them sour--and camomile that makes them bitter--and--and barley-sugar and such things that make children sweet-tempered.	neutral	"[8.4928948e-01 1.3909341e-01 7.3773535e-03 4.9479189e-04 1.4812039e-04
 3.5968414e-03]"	happy	[0.         0.18266391 0.17705999 0.16525863 0.16451828 0.1559681 ]
I only wish people knew that: then they wouldn't be so stingy about it, you know--'  She had quite forgotten the Duchess by this time, and was a little startled when she heard her voice close to her ear.	happy	[0.4729063  0.48113248 0.01344989 0.02584554 0.00187671 0.00478908]	happy	[0.         0.17529054 0.16754718 0.17404833 0.16880944 0.16403635]
'You're thinking about something, my dear, and that makes you forget to talk.	neutral	[0.7793984  0.01453651 0.05449046 0.00228602 0.03062063 0.11866798]	neutral	[0. 0. 0. 0. 0. 0.]
I can't tell you just now what the moral of that is, but I shall remember it in a bit.'	neutral	[0.85144204 0.12463756 0.00756325 0.00965725 0.00087282 0.0058271 ]	sad	[0.         0.15849051 0.14930071 0.18776274 0.16805434 0.16559305]
'Perhaps it hasn't one,' Alice ventured to remark.	neutral	[0.9686937  0.0184438  0.00537273 0.00293397 0.00259185 0.00196405]	neutral	[0. 0. 0. 0. 0. 0.]
'Tut, tut, child!'	neutral	[0.5904656  0.04157823 0.11770682 0.0547726  0.12354182 0.07193484]	scary	[0.         0.16970685 0.15519068 0.17487992 0.17856815 0.1615662 ]
said the Duchess.	neutral	[0.6841667  0.08315173 0.07276583 0.07113747 0.05113487 0.03764337]	neutral	[0. 0. 0. 0. 0. 0.]
'Everything's got a moral, if only you can find it.'	neutral	"[8.9272195e-01 7.7656612e-02 2.5876885e-02 4.6944871e-04 5.7419791e-04
 2.7009447e-03]"	sad	[0.         0.15849051 0.14930071 0.18776274 0.16805434 0.16559305]
And she squeezed herself up closer to Alice's side as she spoke.	neutral	[0.9229854  0.03949262 0.00965465 0.01509592 0.00788194 0.00488946]	neutral	[0. 0. 0. 0. 0. 0.]
Alice did not much like keeping so close to her: first, because the Duchess was VERY ugly; and secondly, because she was exactly the right height to rest her chin upon Alice's shoulder, and it was an uncomfortably sharp chin.	neutral	[0.7755199  0.03656431 0.02578895 0.01281022 0.0142958  0.13502084]	scary	[0.         0.16974814 0.15244938 0.17488533 0.18137818 0.16542979]
However, she did not like to be rude, so she bore it as well as she could.	neutral	[0.8009018  0.01294099 0.00576202 0.0378154  0.00235853 0.14022134]	scary	[0.         0.1767076  0.16446669 0.1745861  0.19195565 0.15195123]
'The game's going on rather better now,' she said, by way of keeping up the conversation a little.	happy	"[4.7267669e-01 5.2434748e-01 2.0982232e-03 6.6042406e-04 1.4365516e-05
 2.0279136e-04]"	neutral	[0. 0. 0. 0. 0. 0.]
"''Tis so,' said the Duchess: 'and the moral of that is--""Oh, 'tis love, 'tis love, that makes the world go round!""'"	happy	"[1.6867377e-02 9.8173457e-01 3.7608200e-04 9.9881168e-04 4.5858651e-06
 1.8440738e-05]"	sad	[0.         0.17741752 0.15792964 0.18776471 0.16720188 0.16499391]
'Somebody said,' Alice whispered, 'that it's done by everybody minding their own business!'	neutral	[0.75925064 0.14786173 0.07718292 0.00145684 0.00712252 0.00712543]	neutral	[0. 0. 0. 0. 0. 0.]
'Ah, well!	neutral	[0.6843509  0.27290845 0.02264799 0.00654145 0.00265163 0.0108995 ]	neutral	[0. 0. 0. 0. 0. 0.]
"It means much the same thing,' said the Duchess, digging her sharp little chin into Alice's shoulder as she added, 'and the moral of THAT is--""Take care of the sense, and the sounds will take care of themselves.""'"	neutral	[0.7963916  0.16518177 0.01135693 0.00660132 0.00246752 0.01800075]	sad	[0.         0.16408346 0.15191503 0.17332748 0.16845249 0.17054935]
'How fond she is of finding morals in things!'	happy	[0.15065847 0.7628218  0.05699152 0.0073975  0.00495105 0.01717957]	sad	[0.         0.16371068 0.15450561 0.18943725 0.170909   0.16921956]
Alice thought to herself.	neutral	[0.90495706 0.04477825 0.02020234 0.01712199 0.00714465 0.00579576]	scary	[0.         0.17271636 0.18426224 0.16105939 0.185584   0.15855301]
'I dare say you're wondering why I don't put my arm round your waist,' the Duchess said after a pause: 'the reason is, that I'm doubtful about the temper of your flamingo.	neutral	"[7.0297712e-01 2.9230925e-01 2.4572173e-03 1.9438929e-03 6.4092979e-05
 2.4839284e-04]"	angry	[0.         0.16219936 0.17173649 0.1649005  0.17279984 0.17935555]
Shall I try the experiment?'	neutral	"[9.6901894e-01 2.2248380e-02 4.4946605e-03 1.2124211e-04 1.8746149e-03
 2.2421945e-03]"	scary	[0.         0.17124975 0.17071277 0.16935482 0.17494764 0.15925798]
'HE might bite,' Alice cautiously replied, not feeling at all anxious to have the experiment tried.	neutral	[0.7626464  0.05967839 0.09496425 0.00871456 0.03429027 0.03970622]	happy	[0.         0.18122502 0.17106242 0.16649502 0.16779856 0.17153985]
'Very true,' said the Duchess: 'flamingoes and mustard both bite.	neutral	"[6.2566376e-01 3.1424817e-01 5.8623314e-02 2.6655654e-04 3.5427522e-04
 8.4389315e-04]"	scary	[0.         0.16688201 0.16438997 0.18299915 0.18391287 0.14312497]
"And the moral of that is--""Birds of a feather flock together.""'"	neutral	[0.77498597 0.18637662 0.01957729 0.01250139 0.00194409 0.00461458]	sad	[0.         0.17549738 0.15386877 0.17769201 0.16758724 0.15934579]
'Only mustard isn't a bird,' Alice remarked.	neutral	[0.87918675 0.05850054 0.01420929 0.00626144 0.00477307 0.03706905]	neutral	[0. 0. 0. 0. 0. 0.]
'Right, as usual,' said the Duchess: 'what a clear way you have of putting things!'	happy	"[4.4884825e-01 5.3416979e-01 1.5805639e-02 3.3914848e-04 1.8993081e-04
 6.4719387e-04]"	happy	[0.         0.17966478 0.16416972 0.16629029 0.16981337 0.15851453]
'It's a mineral, I THINK,' said Alice.	neutral	[0.918868   0.04557144 0.01100991 0.00231831 0.00160716 0.02062516]	neutral	[0. 0. 0. 0. 0. 0.]
'Of course it is,' said the Duchess, who seemed ready to agree to everything that Alice said; 'there's a large mustard-mine near here.	neutral	"[7.9117173e-01 1.9850975e-01 9.9871689e-03 2.7782538e-05 3.8575472e-05
 2.6498237e-04]"	happy	[0.         0.21122164 0.17284854 0.1513715  0.15735769 0.16346424]
"And the moral of that is--""The more there is of mine, the less there is of yours.""'"	neutral	[0.6621959  0.24989775 0.00822138 0.07207962 0.00123475 0.00637061]	sad	[0.         0.166112   0.15903881 0.17193059 0.17081233 0.16641054]
'Oh, I know!'	neutral	[0.68189263 0.11288106 0.07128796 0.02863674 0.03149775 0.07380381]	neutral	[0. 0. 0. 0. 0. 0.]
exclaimed Alice, who had not attended to this last remark, 'it's a vegetable.	neutral	[0.8650072  0.05711779 0.0138791  0.01009101 0.00461606 0.04928884]	neutral	[0. 0. 0. 0. 0. 0.]
It doesn't look like one, but it is.'	neutral	"[8.0946791e-01 1.7610897e-01 2.7029223e-03 1.1040771e-02 1.6761897e-04
 5.1177503e-04]"	scary	[0.         0.1767076  0.16446669 0.1745861  0.19195565 0.15195123]
"'I quite agree with you,' said the Duchess; 'and the moral of that is--""Be what you would seem to be""--or if you'd like it put more simply--""Never imagine yourself not to be otherwise than what it might appear to others that what you were or might have been was not otherwise than what you had been would have appeared to them to be otherwise.""'"	neutral	[0.65828854 0.19201805 0.06166319 0.03021858 0.0159871  0.04182452]	sad	[0.         0.16766023 0.15698954 0.18138875 0.17993934 0.15891832]
'I think I should understand that better,' Alice said very politely, 'if I had it written down: but I can't quite follow it as you say it.'	neutral	"[6.9286519e-01 2.9071823e-01 1.3099551e-02 1.8439022e-03 2.4527599e-04
 1.2278237e-03]"	surprised	[0.         0.16386803 0.17753865 0.16167747 0.16573603 0.16015538]
'That's nothing to what I could say if I chose,' the Duchess replied, in a pleased tone.	neutral	[0.8066904  0.1406201  0.02502263 0.00857248 0.00339555 0.01569884]	happy	[0.         0.23193443 0.19940273 0.16593713 0.13250085 0.143694  ]
'Pray don't trouble yourself to say it any longer than that,' said Alice.	neutral	[0.8571139  0.04331174 0.04034945 0.01482335 0.02803149 0.01637009]	sad	[0.         0.17985295 0.15740026 0.19220034 0.15978568 0.17299771]
'Oh, don't talk about trouble!'	neutral	[0.47214225 0.05540806 0.16291904 0.01361899 0.04925004 0.24666168]	neutral	[0. 0. 0. 0. 0. 0.]
said the Duchess.	neutral	[0.57928807 0.10015695 0.09775341 0.05959503 0.06630173 0.09690481]	neutral	[0. 0. 0. 0. 0. 0.]
'I make you a present of everything I've said as yet.'	neutral	[0.8578893  0.08864578 0.01585742 0.01712475 0.00439257 0.01609019]	happy	[0.         0.17581054 0.15768991 0.17130548 0.16438778 0.16068006]
'A cheap sort of present!'	neutral	[0.69334066 0.14772263 0.12158433 0.00745828 0.0102652  0.01962884]	happy	[0.         0.17581054 0.15768991 0.17130548 0.16438778 0.16068006]
thought Alice.	neutral	[0.911336   0.0112428  0.0182821  0.02588834 0.02531005 0.00794082]	scary	[0.         0.17271636 0.18426224 0.16105939 0.185584   0.15855301]
'I'm glad they don't give birthday presents like that!'	happy	[0.3642099  0.5888733  0.02878047 0.00853491 0.00145131 0.00815009]	happy	[0.         0.18836592 0.16635412 0.17933247 0.17308929 0.15372684]
But she did not venture to say it out loud.	neutral	[0.79555714 0.07729997 0.03506705 0.02798211 0.01206284 0.05203096]	neutral	[0. 0. 0. 0. 0. 0.]
'Thinking again?'	neutral	[0.886074   0.02678256 0.02784972 0.01218578 0.01837483 0.02873306]	neutral	[0. 0. 0. 0. 0. 0.]
the Duchess asked, with another dig of her sharp little chin.	neutral	[0.6632043  0.02718226 0.07109389 0.02317348 0.02360074 0.19174537]	neutral	[0. 0. 0. 0. 0. 0.]
'I've a right to think,' said Alice sharply, for she was beginning to feel a little worried.	neutral	[0.8170864  0.01320572 0.03521382 0.06555469 0.04165446 0.02728491]	surprised	[0.         0.17988515 0.19458201 0.15785467 0.16323989 0.18443668]
'Just about as much right,' said the Duchess, 'as pigs have to fly; and the m--'  But here, to Alice's great surprise, the Duchess's voice died away, even in the middle of her favourite word 'moral,' and the arm that was linked into hers began to tremble.	happy	[0.17223312 0.3867902  0.06750657 0.25864995 0.04881807 0.06600208]	sad	[0.         0.16194593 0.17340179 0.1740406  0.17115762 0.16612909]
Alice looked up, and there stood the Queen in front of them, with her arms folded, frowning like a thunderstorm.	angry	[0.36610296 0.0310482  0.10895509 0.06940608 0.0553392  0.36914846]	scary	[0.         0.17316222 0.16440809 0.17057056 0.1773555  0.16792804]
'A fine day, your Majesty!'	happy	"[2.8679574e-01 6.9641072e-01 8.6076465e-03 7.4615581e-03 1.2957430e-04
 5.9486635e-04]"	sad	[0.         0.16251756 0.16244858 0.18740323 0.17598209 0.1529945 ]
the Duchess began in a low, weak voice.	neutral	[0.787385   0.05604457 0.03460706 0.04226411 0.02007018 0.05962915]	scary	[0.         0.16279118 0.15422193 0.16634656 0.1709444  0.16574628]
'Now, I give you fair warning,' shouted the Queen, stamping on the ground as she spoke; 'either you or your head must be off, and that in about half no time!	surprised	[0.24651752 0.02161261 0.3121166  0.03329128 0.24083687 0.14562507]	scary	[0.         0.16179682 0.16640219 0.16371414 0.1730303  0.17044477]
Take your choice!'	happy	[0.41715658 0.49956098 0.04344137 0.018109   0.00340942 0.01832256]	neutral	[0. 0. 0. 0. 0. 0.]
The Duchess took her choice, and was gone in a moment.	neutral	[0.7293753  0.06988986 0.09853952 0.02330983 0.04034782 0.03853759]	happy	[0.         0.17769565 0.16960448 0.17539855 0.17445013 0.15951922]
'Let's go on with the game,' the Queen said to Alice; and Alice was too much frightened to say a word, but slowly followed her back to the croquet-ground.	happy	[0.35869637 0.51581967 0.06196736 0.02348693 0.00766194 0.03236775]	angry	[0.         0.15830546 0.16920586 0.16806037 0.18080608 0.18855651]
The other guests had taken advantage of the Queen's absence, and were resting in the shade: however, the moment they saw her, they hurried back to the game, the Queen merely remarking that a moment's delay would cost them their lives.	neutral	[0.7617863  0.11001181 0.09904333 0.0026489  0.0120489  0.01446078]	angry	[0.         0.16609497 0.16701236 0.1693476  0.15739357 0.17865217]
All the time they were playing the Queen never left off quarrelling with the other players, and shouting 'Off with his head!'	neutral	[0.43349352 0.03538078 0.22261594 0.02509142 0.1457573  0.13766104]	happy	[0.         0.18260267 0.16482544 0.16959681 0.17161934 0.15921199]
or 'Off with her head!'	neutral	[0.6050596  0.02052831 0.11532947 0.01644336 0.11823078 0.12440838]	neutral	[0. 0. 0. 0. 0. 0.]
Those whom she sentenced were taken into custody by the soldiers, who of course had to leave off being arches to do this, so that by the end of half an hour or so there were no arches left, and all the players, except the King, the Queen, and Alice, were in custody and under sentence of execution.	neutral	[0.5227873  0.15922654 0.1061298  0.07032721 0.05598175 0.08554751]	angry	[0.         0.16843542 0.16059934 0.17160381 0.16102756 0.17540809]
Then the Queen left off, quite out of breath, and said to Alice, 'Have you seen the Mock Turtle yet?'	neutral	[0.7964754  0.10956669 0.05799965 0.00378222 0.00618702 0.02598894]	neutral	[0. 0. 0. 0. 0. 0.]
'No,' said Alice.	neutral	[0.9065115  0.00549679 0.01700072 0.01148483 0.03192583 0.02758029]	neutral	[0. 0. 0. 0. 0. 0.]
'I don't even know what a Mock Turtle is.'	neutral	"[9.8003972e-01 1.1279085e-02 4.4544726e-03 5.4044423e-05 1.4545034e-04
 4.0271757e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
'It's the thing Mock Turtle Soup is made from,' said the Queen.	neutral	[0.81746495 0.1515409  0.01972563 0.00396523 0.00189968 0.00540358]	neutral	[0. 0. 0. 0. 0. 0.]
'I never saw one, or heard of one,' said Alice.	neutral	[0.917408   0.00561759 0.04285059 0.00462975 0.02378438 0.00570972]	neutral	[0. 0. 0. 0. 0. 0.]
'Come on, then,' said the Queen, 'and he shall tell you his history,'  As they walked off together, Alice heard the King say in a low voice, to the company generally, 'You are all pardoned.'	happy	[0.20687659 0.4104933  0.17834015 0.11421646 0.04660409 0.0434694 ]	happy	[0.         0.19377186 0.15812181 0.16767916 0.16664215 0.15289447]
'Come, THAT'S a good thing!'	neutral	[0.5488148  0.16404232 0.11603893 0.05280802 0.06652671 0.05176917]	happy	[0.         0.20582319 0.15247963 0.17392504 0.18464325 0.1435245 ]
she said to herself, for she had felt quite unhappy at the number of executions the Queen had ordered.	sad	[0.11428922 0.04935984 0.10748845 0.3705738  0.20468877 0.15359987]	angry	[0.         0.19984576 0.17317368 0.16409811 0.13197112 0.21047529]
They very soon came upon a Gryphon, lying fast asleep in the sun.	neutral	[0.83995616 0.03707588 0.07198168 0.00284695 0.03399163 0.01414769]	sad	[0.         0.16343988 0.16465967 0.17210892 0.16943092 0.17207918]
(IF you don't know what a Gryphon is, look at the picture.)	neutral	[0.95731187 0.00552747 0.00850359 0.0020603  0.00504313 0.02155364]	neutral	[0. 0. 0. 0. 0. 0.]
'Up, lazy thing!'	neutral	[0.49224338 0.0621091  0.16981097 0.02685462 0.08031332 0.16866858]	neutral	[0. 0. 0. 0. 0. 0.]
said the Queen, 'and take this young lady to see the Mock Turtle, and to hear his history.	neutral	[0.59451085 0.29020527 0.03249001 0.05065444 0.01119923 0.02094023]	scary	[0.         0.17385234 0.1548378  0.17759882 0.1800125  0.17710782]
I must go back and see after some executions I have ordered'; and she walked off, leaving Alice alone with the Gryphon.	neutral	[0.6440599  0.04352285 0.0659311  0.00641285 0.01675315 0.2233201 ]	sad	[0.         0.16955778 0.16339929 0.17424854 0.16387168 0.16853794]
Alice did not quite like the look of the creature, but on the whole she thought it would be quite as safe to stay with it as to go after that savage Queen: so she waited.	neutral	[0.73848855 0.02314849 0.05744688 0.04429782 0.0686692  0.06794907]	scary	[0.         0.16830093 0.16203822 0.16902462 0.18873309 0.16238075]
The Gryphon sat up and rubbed its eyes: then it watched the Queen till she was out of sight: then it chuckled.	neutral	[0.51608634 0.04787272 0.24597815 0.01687187 0.07545932 0.09773158]	neutral	[0. 0. 0. 0. 0. 0.]
'What fun!'	neutral	[0.5183663  0.41254    0.04574771 0.01384026 0.00310881 0.00639706]	scary	[0.         0.18816577 0.15240625 0.17479515 0.20509724 0.13894472]
said the Gryphon, half to itself, half to Alice.	neutral	[0.68798715 0.04088583 0.07036609 0.02246778 0.06240657 0.11588655]	neutral	[0. 0. 0. 0. 0. 0.]
'What IS the fun?'	neutral	[0.86685365 0.04200796 0.04735391 0.00476554 0.01971681 0.01930216]	scary	[0.         0.18816577 0.15240625 0.17479515 0.20509724 0.13894472]
said Alice.	neutral	[0.92649746 0.02832111 0.0240404  0.0067156  0.0064316  0.00799387]	neutral	[0. 0. 0. 0. 0. 0.]
'Why, SHE,' said the Gryphon.	neutral	[0.6805243  0.03285198 0.10519941 0.00820777 0.04221542 0.13100116]	neutral	[0. 0. 0. 0. 0. 0.]
'It's all her fancy, that: they never executes nobody, you know.	neutral	"[9.8290676e-01 1.0006277e-02 3.4996620e-03 3.0014660e-05 1.0019506e-04
 3.4570792e-03]"	scary	[0.         0.17634567 0.17098411 0.15968666 0.17824735 0.15527245]
Come on!'	neutral	[0.60016954 0.2555118  0.08390278 0.01523287 0.01312709 0.03205589]	neutral	[0. 0. 0. 0. 0. 0.]
"'Everybody says ""come on!"""	neutral	[0.8296825  0.1265877  0.02328776 0.01074704 0.00210771 0.00758728]	neutral	[0. 0. 0. 0. 0. 0.]
here,' thought Alice, as she went slowly after it: 'I never was so ordered about in all my life, never!'	surprised	[0.23958841 0.05973165 0.43703806 0.02927095 0.19750358 0.03686728]	scary	[0.         0.17719847 0.16462232 0.17830052 0.18685024 0.15637108]
They had not gone far before they saw the Mock Turtle in the distance, sitting sad and lonely on a little ledge of rock, and, as they came nearer, Alice could hear him sighing as if his heart would break.	sad	"[3.2391712e-01 1.3104806e-03 8.4754662e-04 6.4854789e-01 2.5363028e-02
 1.3894812e-05]"	sad	[0.         0.17313294 0.15687729 0.19506587 0.16906424 0.16469167]
She pitied him deeply.	sad	[0.16982748 0.01498063 0.00318127 0.74411464 0.05822011 0.00967589]	neutral	[0. 0. 0. 0. 0. 0.]
'What is his sorrow?'	neutral	[0.6723281  0.1602882  0.02738529 0.0992513  0.01477772 0.02596937]	sad	[0.         0.16853538 0.15018822 0.21840674 0.15614938 0.17448417]
she asked the Gryphon, and the Gryphon answered, very nearly in the same words as before, 'It's all his fancy, that: he hasn't got no sorrow, you know.	neutral	"[7.0901155e-01 2.2041209e-01 1.4451665e-03 6.6869609e-02 5.6573056e-04
 1.6958473e-03]"	sad	[0.         0.16850207 0.15967575 0.18236091 0.16727725 0.17186837]
Come on!'	neutral	[0.66477865 0.28014016 0.04135836 0.0018553  0.0013592  0.01050825]	neutral	[0. 0. 0. 0. 0. 0.]
So they went up to the Mock Turtle, who looked at them with large eyes full of tears, but said nothing.	sad	[0.15981747 0.12473051 0.04451012 0.4789219  0.06340852 0.12861142]	happy	[0.         0.17640985 0.16406921 0.15875127 0.16707444 0.15470177]
'This here young lady,' said the Gryphon, 'she wants for to know your history, she do.'	neutral	[0.8064594  0.06303535 0.0510824  0.00377094 0.00851035 0.06714144]	scary	[0.         0.17385234 0.1548378  0.17759882 0.1800125  0.17710782]
