sentence	mood_roberta	prob_roberta	mood_word	prob_word
It was then that I saw you for the first time one evening, in the house.	neutral	[0.64920646 0.22475356 0.01383202 0.08477355 0.00620107 0.02123337]	happy	[0.         0.18260267 0.16482544 0.16959681 0.17161934 0.15921199]
I was so glad that I never thought of concealing my delight when I reached my dressing-room.	happy	"[1.5510267e-01 8.1764466e-01 1.6604921e-02 9.4082272e-03 6.4921839e-04
 5.9027621e-04]"	happy	[0.         0.19438615 0.18496964 0.1689222  0.16099555 0.15887017]
Unfortunately, the voice was there before me and soon noticed, by my air, that something had happened.	neutral	[0.56251204 0.02457854 0.19554769 0.01735172 0.1274145  0.07259545]	sad	[0.         0.17683495 0.15579816 0.20201896 0.1748989  0.15354678]
It asked what was the matter and I saw no reason for keeping our story secret or concealing the place which you filled in my heart.	neutral	[0.43719402 0.30763942 0.06789042 0.13184658 0.02929575 0.02613384]	sad	[0.         0.17024471 0.16805562 0.1739506  0.16580243 0.16377339]
Then the voice was silent.	neutral	[0.6270593  0.0528916  0.06155877 0.09207916 0.1150643  0.05134689]	neutral	[0. 0. 0. 0. 0. 0.]
I called to it, but it did not reply; I begged and entreated, but in vain.	sad	[0.18314868 0.02346397 0.02362543 0.56495595 0.16120382 0.0436022 ]	neutral	[0. 0. 0. 0. 0. 0.]
I was terrified lest it had gone for good.	neutral	[0.44497055 0.04004256 0.11711974 0.10779749 0.2000466  0.09002314]	scary	[0.         0.18070571 0.16531582 0.1724749  0.18465101 0.16707816]
I wish to Heaven it had, dear!	happy	[0.11412938 0.5027389  0.03268975 0.2743153  0.03703614 0.03909051]	happy	[0.         0.18086879 0.15085213 0.17768022 0.17713163 0.16398962]
... That night, I went home in a desperate condition.	neutral	[0.8185462  0.02717517 0.03164091 0.03066767 0.03901126 0.05295882]	happy	[0.         0.17855553 0.16409473 0.1653323  0.16786309 0.16486148]
I told Mamma Valerius, who said, 'Why, of course, the voice is jealous!'	neutral	[0.67229986 0.06815974 0.08704165 0.01666214 0.03647424 0.11936236]	angry	[0.         0.17729514 0.16565326 0.16862922 0.16436952 0.19003129]
"And that, dear, first revealed to me that I loved you."""	happy	[0.40238318 0.41296202 0.02301911 0.14383954 0.00877797 0.00901817]	sad	[0.         0.184724   0.16480791 0.19660038 0.16631186 0.15415731]
Christine stopped and laid her head on Raoul's shoulder.	sad	[0.21298556 0.00492084 0.00825198 0.63821083 0.13188972 0.00374106]	angry	[0.         0.16961821 0.15434257 0.1597613  0.16859755 0.17538974]
They sat like that for a moment, in silence, and they did not see, did not perceive the movement, at a few steps from them, of the creeping shadow of two great black wings, a shadow that came along the roof so near, so near them that it could have stifled them by closing over them.	neutral	[0.532532   0.00535256 0.11485816 0.01634825 0.32570243 0.0052066 ]	scary	[0.         0.16088836 0.16521414 0.17403694 0.17504017 0.16921333]
"""The next day,"" Christine continued, with a sigh, ""I went back to my dressing-room in a very pensive frame of mind."	sad	[0.11906842 0.03123264 0.00854657 0.6742682  0.01792527 0.14895898]	sad	[0.         0.17260773 0.1597212  0.1762028  0.16939176 0.17063822]
The voice was there, spoke to me with great sadness and told me plainly that, if I must bestow my heart on earth, there was nothing for the voice to do but to go back to Heaven.	sad	[0.15165834 0.01175478 0.00472595 0.7809604  0.04630554 0.00459499]	sad	[0.         0.1735128  0.15606576 0.19339384 0.1669505  0.16375805]
And it said this with such an accent of HUMAN sorrow that I ought then and there to have suspected and begun to believe that I was the victim of my deluded senses.	angry	[0.21037595 0.04051459 0.09248722 0.138617   0.08295187 0.43505338]	sad	[0.         0.16123933 0.16479267 0.17766199 0.16924064 0.17673165]
But my faith in the voice, with which the memory of my father was so closely intermingled, remained undisturbed.	neutral	[0.5444936  0.25490227 0.02120244 0.15863867 0.01015542 0.01060762]	sad	[0.         0.17264524 0.16144733 0.17954506 0.16308414 0.17404698]
I feared nothing so much as that I might never hear it again; I had thought about my love for you and realized all the useless danger of it; and I did not even know if you remembered me.	sad	[0.25084078 0.29293028 0.03319888 0.38269374 0.02491955 0.0154168 ]	scary	[0.         0.16820642 0.17069998 0.17003176 0.18123209 0.16944012]
Whatever happened, your position in society forbade me to contemplate the possibility of ever marrying you; and I swore to the voice that you were no more than a brother to me nor ever would be and that my heart was incapable of any earthly love.	neutral	[0.23976207 0.11111372 0.20378402 0.11659487 0.22863476 0.10011064]	sad	[0.         0.17003359 0.1648036  0.17936882 0.17263561 0.16254072]
And that, dear, was why I refused to recognize or see you when I met you on the stage or in the passages.	neutral	[0.84598637 0.02625803 0.02487026 0.06799904 0.02634034 0.00854597]	angry	[0.         0.17869145 0.16948637 0.16189018 0.14656911 0.18262921]
Meanwhile, the hours during which the voice taught me were spent in a divine frenzy, until, at last, the voice said to me, 'You can now, Christine Daae, give to men a little of the music of Heaven.'	neutral	[0.49872687 0.37502024 0.03347711 0.07152053 0.00902651 0.01222883]	scary	[0.         0.1718993  0.16025705 0.17374256 0.17498771 0.16405696]
"I don't know how it was that Carlotta did not come to the theater that night nor why I was called upon to sing in her stead; but I sang with a rapture I had never known before and I felt for a moment as if my soul were leaving my body!"""	happy	[0.11236347 0.80291307 0.02550004 0.05090858 0.00425627 0.00405861]	sad	[0.         0.16749218 0.15958508 0.18194627 0.16951683 0.17039049]
"""Oh, Christine,"" said Raoul, ""my heart quivered that night at every accent of your voice."	sad	[0.12145733 0.20461753 0.02202698 0.5725446  0.02071734 0.05863624]	sad	[0.         0.1667958  0.16201991 0.17710896 0.16336816 0.16816681]
I saw the tears stream down your cheeks and I wept with you.	sad	"[1.5092887e-01 2.3087962e-03 1.2304311e-03 8.1224883e-01 3.2883219e-02
 3.9984100e-04]"	surprised	[0.         0.16129479 0.17368367 0.15603386 0.16956906 0.15832392]
"How could you sing, sing like that while crying?"""	neutral	[0.2939595  0.06062688 0.197524   0.08436981 0.23029406 0.13322572]	sad	[0.         0.17522563 0.16427691 0.17937195 0.17217097 0.17275125]
"""I felt myself fainting,"" said Christine, ""I closed my eyes."	scary	[0.07229012 0.03953455 0.2353766  0.13811578 0.29868072 0.21600221]	scary	[0.         0.16049854 0.16108935 0.17434996 0.1828937  0.17928954]
When I opened them, you were by my side.	neutral	"[7.3337299e-01 1.8596835e-01 2.7143911e-03 7.5724758e-02 1.4895808e-03
 7.2997372e-04]"	neutral	[0. 0. 0. 0. 0. 0.]
But the voice was there also, Raoul!	neutral	[0.450848   0.05436681 0.1432507  0.04145573 0.10092445 0.20915431]	neutral	[0. 0. 0. 0. 0. 0.]
I was afraid for your sake and again I would not recognize you and began to laugh when you reminded me that you had picked up my scarf in the sea!	scary	[0.07878082 0.05287482 0.27117842 0.08818146 0.2725839  0.23640054]	angry	[0.         0.17959229 0.17085505 0.16787261 0.17488088 0.18045058]
... Alas, there is no deceiving the voice!	surprised	[0.23169626 0.17221504 0.2940783  0.0528293  0.13516979 0.11401132]	sad	[0.         0.16942891 0.1693921  0.18107375 0.17759667 0.15499225]
...	neutral	[0.8532148  0.0484979  0.03794804 0.0020928  0.01516274 0.04308384]	neutral	[0. 0. 0. 0. 0. 0.]
The voice recognized you and the voice was jealous!	scary	[0.13805912 0.04669498 0.25038427 0.10850111 0.26534244 0.19101807]	angry	[0.         0.17740656 0.17565267 0.16708363 0.15473006 0.20269805]
...	neutral	[0.9094525  0.03259303 0.02634386 0.00902618 0.01366483 0.00891949]	neutral	[0. 0. 0. 0. 0. 0.]
It said that, if I did not love you, I would not avoid you, but treat you like any other old friend.	neutral	[0.6714923  0.03730938 0.01209536 0.15140395 0.02613085 0.10156818]	scary	[0.         0.17240234 0.16130335 0.17623524 0.176463   0.16330047]
It made me scene upon scene.	happy	[0.35966522 0.56594044 0.05600524 0.01216852 0.00277123 0.00344935]	neutral	[0. 0. 0. 0. 0. 0.]
At last, I said to the voice, 'That will do!	neutral	[0.39273208 0.20435546 0.10607015 0.12981474 0.08749389 0.07953368]	neutral	[0. 0. 0. 0. 0. 0.]
I am going to Perros to-morrow, to pray on my father's grave, and I shall ask M. Raoul de Chagny to go with me.'	neutral	"[8.50678504e-01 1.01253256e-01 4.35836730e-04 4.68109921e-02
 9.91250490e-05 7.22292636e-04]"	sad	[0.         0.16898539 0.15488809 0.18976813 0.16936993 0.1709438 ]
'Do as you please,' replied the voice, 'but I shall be at Perros too, for I am wherever you are, Christine; and, if you are still worthy of me, if you have not lied to me, I will play you The Resurrection of Lazarus, on the stroke of midnight, on your father's tomb and on your father's violin.'	happy	[0.40427768 0.4750673  0.00999929 0.09931911 0.00232265 0.00901404]	sad	[0.         0.17141346 0.1684903  0.17185216 0.16840867 0.15866672]
That, dear, was how I came to write you the letter that brought you to Perros.	neutral	"[9.0453559e-01 6.1945166e-02 1.6963835e-03 3.0086737e-02 6.7989551e-04
 1.0562559e-03]"	angry	[0.         0.15885928 0.1719724  0.17162736 0.14804958 0.19001777]
How could I have been so beguiled?	neutral	[0.35465926 0.02863152 0.17700605 0.08242446 0.20116472 0.15611395]	neutral	[0. 0. 0. 0. 0. 0.]
How was it, when I saw the personal, the selfish point of view of the voice, that I did not suspect some impostor?	neutral	[0.5752092  0.0762827  0.12438714 0.05226048 0.09408879 0.07777169]	angry	[0.         0.16805785 0.15765879 0.17522711 0.17037678 0.17641928]
"Alas, I was no longer mistress of myself:  I had become his thing!"""	happy	[0.1597408  0.61182827 0.14910513 0.01315071 0.02042343 0.04575163]	sad	[0.         0.17099775 0.16377235 0.18337708 0.17106267 0.16341933]
"""But, after all,"" cried Raoul, ""you soon came to know the truth!"	surprised	[0.15144026 0.14870124 0.2643055  0.08068956 0.15672918 0.19813424]	sad	[0.         0.16225554 0.16527365 0.18925799 0.16841738 0.17695874]
"Why did you not at once rid yourself of that abominable nightmare?"""	surprised	[0.19867045 0.03378394 0.2519877  0.07552313 0.24736923 0.19266556]	scary	[0.         0.16121929 0.14976265 0.18834999 0.19058314 0.16880016]
"""Know the truth, Raoul?"	neutral	[0.9418344  0.0144505  0.00958855 0.00593846 0.01595479 0.01223337]	sad	[0.         0.15947403 0.16204902 0.19183035 0.17471639 0.163888  ]
Rid myself of that nightmare?	neutral	[0.7987107  0.01997526 0.04433069 0.04695472 0.04782429 0.04220431]	scary	[0.         0.16535859 0.14627088 0.18224849 0.20584173 0.16558597]
But, my poor boy, I was not caught in the nightmare until the day when I learned the truth!	sad	[0.12466888 0.04362231 0.04367942 0.47989777 0.25815892 0.04997272]	scary	[0.         0.16435906 0.15677911 0.18340057 0.18470904 0.16859271]
...	neutral	[0.83677113 0.01300877 0.08244615 0.00378641 0.04217803 0.02180946]	neutral	[0. 0. 0. 0. 0. 0.]
Pity me, Raoul, pity me!	scary	[0.25248882 0.02795799 0.06954952 0.28015968 0.32938546 0.04045855]	sad	[0.         0.16791148 0.15567541 0.20744026 0.16414727 0.16810739]
... You remember the terrible evening when Carlotta thought that she had been turned into a toad on the stage and when the house was suddenly plunged in darkness through the chandelier crashing to the floor?	scary	[0.251002   0.01277845 0.31760737 0.00858221 0.3959024  0.01412757]	scary	[0.         0.16247526 0.16291868 0.17807767 0.18699186 0.16673535]
There were killed and wounded that night and the whole theater rang with terrified screams.	scary	[0.15627712 0.02312839 0.19446386 0.1340847  0.31682616 0.17521971]	angry	[0.         0.15830399 0.17052689 0.16872888 0.18031017 0.19523008]
My first thought was for you and the voice.	neutral	[0.72310483 0.1345264  0.02910969 0.07319877 0.0215038  0.01855653]	scary	[0.         0.17271636 0.18426224 0.16105939 0.185584   0.15855301]
I was at once easy, where you were concerned, for I had seen you in your brother's box and I knew that you were not in danger.	neutral	[0.2546523  0.15792525 0.12252089 0.24154721 0.13113849 0.0922159 ]	angry	[0.         0.1689505  0.17288884 0.16701368 0.17382227 0.17670912]
But the voice had told me that it would be at the performance and I was really afraid for it, just as if it had been an ordinary person who was capable of dying.	scary	[0.19270715 0.03831892 0.21720573 0.11305162 0.27489275 0.16382386]	sad	[0.         0.1714483  0.16749522 0.17824967 0.17442922 0.17783809]
I thought to myself, 'The chandelier may have come down upon the voice.'	neutral	[0.5147897  0.05296051 0.17609844 0.03369323 0.13108918 0.09136899]	surprised	[0.         0.16721741 0.17922651 0.15882068 0.17772486 0.15873222]
I was then on the stage and was nearly running into the house, to look for the voice among the killed and wounded, when I thought that, if the voice was safe, it would be sure to be in my dressing-room and I rushed to my room.	surprised	[0.34062394 0.00382583 0.39362764 0.00196961 0.25804144 0.00191158]	scary	[0.         0.17283169 0.16567569 0.16412326 0.17868317 0.16465891]
The voice was not there.	neutral	[0.8689226  0.04749247 0.02928203 0.01024283 0.01079009 0.03327   ]	neutral	[0. 0. 0. 0. 0. 0.]
I locked my door and, with tears in my eyes, besought it, if it were still alive, to manifest itself to me.	neutral	[0.6080377  0.08195909 0.08622543 0.11225498 0.07099883 0.04052398]	happy	[0.         0.18752157 0.16231654 0.17336314 0.17005258 0.15567351]
The voice did not reply, but suddenly I heard a long, beautiful wail which I knew well.	neutral	[0.39413247 0.27997616 0.05652314 0.21672094 0.03082517 0.02182209]	scary	[0.         0.16897933 0.15625072 0.17924638 0.17961808 0.16662788]
It is the plaint of Lazarus when, at the sound of the Redeemer's voice, he begins to open his eyes and see the light of day.	neutral	[0.40324584 0.20500492 0.00478837 0.38395166 0.00201322 0.00099596]	sad	[0.         0.16822169 0.16096236 0.17907843 0.16675805 0.15224832]
It was the music which you and I, Raoul, heard at Perros.	neutral	[0.7725928  0.11117854 0.02841842 0.02500239 0.00971449 0.05309339]	sad	[0.         0.1709957  0.15948737 0.17965202 0.1686342  0.160514  ]
And then the voice began to sing the leading phrase, 'Come!	happy	"[1.0979325e-01 8.6762589e-01 2.0862347e-02 7.2456116e-04 4.7541768e-04
 5.1854370e-04]"	sad	[0.         0.17080271 0.1636967  0.17131825 0.16575146 0.16629584]
And believe in me!	neutral	[0.48846063 0.09167476 0.24700779 0.00851978 0.0423006  0.12203638]	neutral	[0. 0. 0. 0. 0. 0.]
Whoso believes in me shall live!	happy	[0.17468473 0.29920596 0.26890472 0.04346972 0.1812166  0.03251828]	happy	[0.         0.18194365 0.16268181 0.17283768 0.16074098 0.16032101]
Walk!	neutral	[0.49096522 0.02208411 0.20274283 0.02074092 0.13091952 0.1325475 ]	neutral	[0. 0. 0. 0. 0. 0.]
Whoso hath believed in me shall never die!	angry	[0.24328236 0.0286359  0.16444139 0.1018334  0.18196802 0.27983895]	angry	[0.         0.16717268 0.16916152 0.16820293 0.16534633 0.1764361 ]
...'  I can not tell you the effect which that music had upon me.	sad	[0.15871945 0.23672982 0.01108553 0.5591006  0.02135281 0.01301175]	sad	[0.         0.1709957  0.15948737 0.17965202 0.1686342  0.160514  ]
It seemed to command me, personally, to come, to stand up and come to it.	neutral	[0.76640165 0.02524034 0.05580212 0.03992907 0.07539353 0.03723325]	neutral	[0. 0. 0. 0. 0. 0.]
It retreated and I followed.	neutral	[0.760035   0.10929105 0.04252089 0.04299238 0.02165383 0.02350683]	neutral	[0. 0. 0. 0. 0. 0.]
'Come!	neutral	[0.8581884  0.09871259 0.0286645  0.00334044 0.00209552 0.00899856]	neutral	[0. 0. 0. 0. 0. 0.]
And believe in me!'	neutral	[0.6427872  0.07624356 0.07865419 0.03846037 0.05823321 0.1056214 ]	neutral	[0. 0. 0. 0. 0. 0.]
I believed in it, I came ...	neutral	[0.5215371  0.25630146 0.10612095 0.05363751 0.03227513 0.0301278 ]	surprised	[0.         0.17319917 0.17873832 0.15787582 0.16426922 0.17249169]
"I came and--this was the extraordinary thing--my dressing-room, as I moved, seemed to lengthen out ... to lengthen out ...  Evidently, it must have been an effect of mirrors ... for I had the mirror in front of me ...  And, suddenly, I was outside the room without knowing how!"""	neutral	[0.5219293  0.0158339  0.3412091  0.0011654  0.11609183 0.00377047]	scary	[0.         0.15592048 0.17281023 0.16423576 0.18109396 0.17986027]
"""What!"	neutral	[0.37972093 0.13311289 0.21605717 0.02282991 0.12158959 0.12668954]	neutral	[0. 0. 0. 0. 0. 0.]
Without knowing how?	neutral	[0.7353738  0.01190765 0.08013498 0.00530312 0.13445488 0.03282569]	neutral	[0. 0. 0. 0. 0. 0.]
"Christine, Christine, you must really stop dreaming!"""	neutral	[0.38449365 0.02517958 0.18706153 0.03598128 0.11997516 0.24730884]	neutral	[0. 0. 0. 0. 0. 0.]
"""I was not dreaming, dear, I was outside my room without knowing how."	neutral	[0.603357   0.0770006  0.07883921 0.09560319 0.08879616 0.05640387]	neutral	[0. 0. 0. 0. 0. 0.]
You, who saw me disappear from my room one evening, may be able to explain it; but I can not.	neutral	[0.8775411  0.0075942  0.01616911 0.04187594 0.00693561 0.04988398]	surprised	[0.         0.1582703  0.17512585 0.17097709 0.16861067 0.17157019]
I can only tell you that, suddenly, there was no mirror before me and no dressing-room.	neutral	[0.5735469  0.05778312 0.0955194  0.04439278 0.11484578 0.11391203]	scary	[0.         0.15592048 0.17281023 0.16423576 0.18109396 0.17986027]
I was in a dark passage, I was frightened and I cried out.	scary	[0.18528502 0.00357719 0.01779703 0.37269902 0.41922876 0.0014129 ]	angry	[0.         0.16048888 0.16162306 0.17938851 0.181666   0.18369887]
It was quite dark, but for a faint red glimmer at a distant corner of the wall.	neutral	[0.944469   0.03020334 0.0066965  0.00731808 0.00344447 0.00786864]	sad	[0.         0.16745782 0.15250056 0.18310605 0.18214841 0.15643579]
I tried out.	neutral	[0.90747863 0.04011174 0.00784755 0.01060662 0.00258907 0.03136639]	neutral	[0. 0. 0. 0. 0. 0.]
My voice was the only sound, for the singing and the violin had stopped.	neutral	"[5.11911988e-01 4.67649072e-01 5.28350240e-03 1.30672315e-02
 4.56150359e-04 1.63198158e-03]"	sad	[0.         0.17411714 0.16674093 0.17849252 0.16603271 0.17674083]
And, suddenly, a hand was laid on mine ... or rather a stone-cold, bony thing that seized my wrist and did not let go.	surprised	[0.24299613 0.06917856 0.27046502 0.04763389 0.10471333 0.26501307]	angry	[0.         0.16485928 0.16672599 0.16819638 0.17326902 0.17491287]
I cried out again.	neutral	[0.6197135  0.01267755 0.00695441 0.3264888  0.02638033 0.00778537]	angry	[0.         0.16473628 0.1682058  0.18632508 0.16200199 0.19066766]
An arm took me round the waist and supported me.	neutral	[0.6687311  0.10754697 0.05636828 0.07712803 0.03589773 0.05432788]	neutral	[0. 0. 0. 0. 0. 0.]
I struggled for a little while and then gave up the attempt.	neutral	[0.4368791  0.10855471 0.04724471 0.2981928  0.06694533 0.04218328]	angry	[0.         0.16601815 0.16323428 0.16928607 0.15996435 0.17963148]
I was dragged toward the little red light and then I saw that I was in the hands of a man wrapped in a large cloak and wearing a mask that hid his whole face.	neutral	[0.5105576  0.05607485 0.12118456 0.09989514 0.1279288  0.08435906]	sad	[0.         0.16057435 0.16170466 0.17385165 0.1697853  0.15654451]
I made one last effort; my limbs stiffened, my mouth opened to scream, but a hand closed it, a hand which I felt on my lips, on my skin ... a hand that smelt of death.	sad	[0.16818634 0.0269833  0.02841617 0.56619203 0.18085477 0.02936738]	angry	[0.         0.15915878 0.15993291 0.16913024 0.17909726 0.18189131]
Then I fainted away.	neutral	[0.47749788 0.05008178 0.11388078 0.08879228 0.17313495 0.09661233]	neutral	[0. 0. 0. 0. 0. 0.]
"""When I opened my eyes, we were still surrounded by darkness."	neutral	[0.7929267  0.11889469 0.02150486 0.03778127 0.00948446 0.01940798]	sad	[0.         0.1555131  0.15082851 0.18877061 0.18746489 0.16552832]
A lantern, standing on the ground, showed a bubbling well.	neutral	"[9.5859760e-01 6.6795858e-04 9.9827684e-03 1.7638142e-03 2.8223619e-02
 7.6421420e-04]"	angry	[0.         0.15676346 0.16671311 0.16098428 0.16392473 0.16895405]
The water splashing from the well disappeared, almost at once, under the floor on which I was lying, with my head on the knee of the man in the black cloak and the black mask.	neutral	[0.40878135 0.05271161 0.16794565 0.09779051 0.17825674 0.09451415]	angry	[0.         0.15653479 0.15994971 0.17388714 0.17113041 0.17481712]
He was bathing my temples and his hands smelt of death.	neutral	[0.37763715 0.06859604 0.15509227 0.10147973 0.1761278  0.12106702]	angry	[0.         0.16139972 0.16022745 0.17942827 0.16811097 0.18141644]
I tried to push them away and asked, 'Who are you?	neutral	[0.80782056 0.02144615 0.0676991  0.01958712 0.0596344  0.02381274]	neutral	[0. 0. 0. 0. 0. 0.]
Where is the voice?'	neutral	[0.6822801  0.20068155 0.0695905  0.00854167 0.00877673 0.03012934]	neutral	[0. 0. 0. 0. 0. 0.]
His only answer was a sigh.	neutral	[0.70277774 0.1711641  0.02589581 0.06198076 0.01182395 0.02635757]	sad	[0.         0.1803262  0.16524635 0.18384707 0.1619685  0.16688408]
Suddenly, a hot breath passed over my face and I perceived a white shape, beside the man's black shape, in the darkness.	neutral	[0.539902   0.04936859 0.0986766  0.10539295 0.13157369 0.07508618]	scary	[0.         0.16045986 0.15834553 0.17042049 0.17749719 0.17548252]
The black shape lifted me on to the white shape, a glad neighing greeted my astounded ears and I murmured, 'Cesar!'	happy	[0.3771367  0.49684688 0.05716323 0.04327773 0.01017061 0.01540479]	happy	[0.         0.17915624 0.17500694 0.16690262 0.16030644 0.16815879]
The animal quivered.	neutral	[0.79360664 0.02254444 0.03140625 0.0709812  0.05732986 0.02413167]	neutral	[0. 0. 0. 0. 0. 0.]
Raoul, I was lying half back on a saddle and I had recognized the white horse out of the PROFETA, which I had so often fed with sugar and sweets.	neutral	[0.71281487 0.141293   0.05263029 0.02624551 0.01982321 0.04719308]	angry	[0.         0.16613949 0.16374174 0.17034809 0.16600546 0.17237204]
I remembered that, one evening, there was a rumor in the theater that the horse had disappeared and that it had been stolen by the Opera ghost.	neutral	[0.6591382  0.03249848 0.11369314 0.00428424 0.03133095 0.15905502]	scary	[0.         0.16356674 0.16351164 0.17531481 0.17556726 0.16637551]
I believed in the voice, but had never believed in the ghost.	neutral	"[9.0700215e-01 1.4293900e-02 4.0502455e-02 4.8683194e-04 7.2857318e-03
 3.0428912e-02]"	scary	[0.         0.16996297 0.16860607 0.16560932 0.17380203 0.17109192]
Now, however, I began to wonder, with a shiver, whether I was the ghost's prisoner.	neutral	[0.657381   0.0125596  0.05070426 0.11819743 0.15411723 0.00704053]	scary	[0.         0.16173903 0.17187255 0.17121803 0.17607507 0.17289808]
I called upon the voice to help me, for I should never have imagined that the voice and the ghost were one.	neutral	[0.67876506 0.08372661 0.06624277 0.07945225 0.05616163 0.03565168]	scary	[0.         0.16808041 0.15875769 0.1721768  0.18054643 0.16611155]
"You have heard about the Opera ghost, have you not, Raoul?"""	neutral	[0.76580393 0.02029227 0.04352064 0.01087562 0.02973615 0.12977132]	scary	[0.         0.16174618 0.15522744 0.17958518 0.18130933 0.16828822]
"""Yes, but tell me what happened when you were on the white horse of the Profeta?"""	neutral	[0.918385   0.02623471 0.03173977 0.00153207 0.00650104 0.0156073 ]	scary	[0.         0.16578887 0.16164965 0.16907471 0.1693572  0.16908117]
"""I made no movement and let myself go."	neutral	[0.705941   0.13948314 0.0350963  0.06109117 0.01505311 0.04333525]	neutral	[0. 0. 0. 0. 0. 0.]
The black shape held me up, and I made no effort to escape.	neutral	[0.6480801  0.00989263 0.05423346 0.10540847 0.16214481 0.02024053]	scary	[0.         0.16286974 0.15556866 0.1712226  0.17849912 0.17747712]
A curious feeling of peacefulness came over me and I thought that I must be under the influence of some cordial.	happy	[0.2182625  0.59093004 0.13174628 0.02350626 0.01532331 0.02023165]	surprised	[0.         0.17602231 0.18083023 0.16974554 0.1758109  0.16650496]
I had the full command of my senses; and my eyes became used to the darkness, which was lit, here and there, by fitful gleams.	neutral	[0.60979    0.15293185 0.08418087 0.08267249 0.03178229 0.03864247]	scary	[0.         0.16597394 0.15763413 0.17346857 0.17734133 0.16035363]
I calculated that we were in a narrow circular gallery, probably running all round the Opera, which is immense, underground.	neutral	[0.75118846 0.01048836 0.12237271 0.01127084 0.09626906 0.00841055]	scary	[0.         0.16594329 0.16328893 0.16967474 0.1741151  0.16402323]
I had once been down into those cellars, but had stopped at the third floor, though there were two lower still, large enough to hold a town.	neutral	[0.88427913 0.02594911 0.07680224 0.00135442 0.00372084 0.00789428]	surprised	[0.         0.16285797 0.17236304 0.15292647 0.16679992 0.15752393]
But the figures of which I caught sight had made me run away.	scary	[0.09152346 0.03122943 0.26270795 0.14311193 0.29613924 0.17528796]	happy	[0.         0.17393614 0.16842635 0.16273281 0.17034214 0.16429096]
There are demons down there, quite black, standing in front of boilers, and they wield shovels and pitchforks and poke up fires and stir up flames and, if you come too near them, they frighten you by suddenly opening the red mouths of their furnaces ...  Well, while Cesar was quietly carrying me on his back, I saw those black demons in the distance, looking quite small, in front of the red fires of their furnaces: they came into sight, disappeared and came into sight again, as we went on our winding way.	neutral	[0.5922787  0.00645873 0.1443157  0.0111078  0.23594683 0.00989226]	scary	[0.         0.15790085 0.1652528  0.16599391 0.17799661 0.17588798]
At last, they disappeared altogether.	neutral	[0.8768417  0.01574255 0.02691943 0.05696718 0.02025635 0.00327275]	neutral	[0. 0. 0. 0. 0. 0.]
The shape was still holding me up and Cesar walked on, unled and sure-footed.	neutral	[0.6868562  0.02514971 0.08257719 0.06041724 0.09541177 0.04958789]	neutral	[0. 0. 0. 0. 0. 0.]
I could not tell you, even approximately, how long this ride lasted; I only know that we seemed to turn and turn and often went down a spiral stair into the very heart of the earth.	neutral	[0.81066334 0.02456104 0.05643696 0.02885985 0.0547974  0.02468146]	scary	[0.         0.16753715 0.16179581 0.16832641 0.17028077 0.16516188]
Even then, it may be that my head was turning, but I don't think so: no, my mind was quite clear.	neutral	[0.8707029  0.01380416 0.08694139 0.00111111 0.02438162 0.0030587 ]	scary	[0.         0.17283979 0.16215384 0.16338289 0.17649132 0.16356334]
At last, Cesar raised his nostrils, sniffed the air and quickened his pace a little.	neutral	[0.7297575  0.01118339 0.10328496 0.01197972 0.1006794  0.04311511]	neutral	[0. 0. 0. 0. 0. 0.]
I felt a moistness in the air and Cesar stopped.	neutral	[0.5792803  0.18424545 0.07175735 0.0637078  0.04399214 0.05701694]	neutral	[0. 0. 0. 0. 0. 0.]
The darkness had lifted.	neutral	[0.88238174 0.03993458 0.02390292 0.02548698 0.01755419 0.01073954]	scary	[0.         0.16466706 0.16410816 0.16751271 0.17688876 0.16093764]
A sort of bluey light surrounded us.	neutral	[0.93768084 0.01487021 0.0329057  0.00147842 0.00807637 0.00498855]	sad	[0.         0.16822169 0.16096236 0.17907843 0.16675805 0.15224832]
"We were on the edge of a lake, whose leaden waters stretched into the distance, into the darkness; but the blue light lit up the bank and I saw a little boat fastened to an iron ring on the wharf!"""	neutral	[0.4779422  0.33223808 0.03469951 0.10534436 0.02829411 0.02148183]	scary	[0.         0.16572664 0.16149639 0.16917837 0.16920029 0.1671787 ]
"""A boat!"""	neutral	[0.49090406 0.00410071 0.16133249 0.01809771 0.30875996 0.01680498]	neutral	[0. 0. 0. 0. 0. 0.]
"""Yes, but I knew that all that existed and that there was nothing supernatural about that underground lake and boat."	neutral	[0.84576017 0.02017381 0.05573413 0.00508351 0.02850923 0.04473911]	happy	[0.         0.17235855 0.16687249 0.1637909  0.16744053 0.16716972]
But think of the exceptional conditions in which I arrived upon that shore!	neutral	[0.44100952 0.1363035  0.12444989 0.1287377  0.12680632 0.04269311]	neutral	[0. 0. 0. 0. 0. 0.]
I don't know whether the effects of the cordial had worn off when the man's shape lifted me into the boat, but my terror began all over again.	neutral	[0.70012915 0.05543372 0.09354118 0.03637879 0.06435117 0.05016601]	scary	[0.         0.16553956 0.16738553 0.16343214 0.17230205 0.1622272 ]
My gruesome escort must have noticed it, for he sent Cesar back and I heard his hoofs trampling up a staircase while the man jumped into the boat, untied the rope that held it and seized the oars.	neutral	[0.753886   0.00830044 0.0790022  0.0205092  0.1275005  0.01080165]	scary	[0.         0.15985397 0.15892493 0.1746945  0.18688539 0.17393978]
